ID_DOM;nMora;CodIBGE7;CodUF;qMora;R14;R15;R16
35;4;4202156;42;5;3;2; 
35;5;4202156;42;5;3;2; 
36;1;4314902;43;4;1;1;240
36;2;4314902;43;4;4;1;50
36;3;4314902;43;4;4;1;50
36;4;4314902;43;4;3;2; 
37;1;4314902;43;4;1;2; 
37;2;4314902;43;4;2;1;400
37;3;4314902;43;4;3;2; 
37;4;4314902;43;4;3;2; 
38;1;4314902;43;4;1;2; 
38;2;4314902;43;4;2;1;400
38;3;4314902;43;4;3;2; 
38;4;4314902;43;4;3;2; 
39;1;1100114;11;4;1;1;100
39;2;1100114;11;4;3;2; 
39;3;1100114;11;4;3;2; 
39;4;1100114;11;4;3;2; 
40;1;1505205;15;5;1;1;92
40;2;1505205;15;5;7;1;100
40;3;1505205;15;5;8;1;130
40;4;1505205;15;5;3;2; 
40;5;1505205;15;5;3;2; 
41;1;4314902;43;4;1;1;200
41;2;4314902;43;4;2;1;280
41;3;4314902;43;4;3;2; 
41;4;4314902;43;4;3;2; 
42;1;4314902;43;6;1;1;120
42;2;4314902;43;6;2;2; 
42;3;4314902;43;6;3;3;100
42;4;4314902;43;6;3;2; 
42;5;4314902;43;6;3;2; 
42;6;4314902;43;6;3;2; 
43;1;4314902;43;5;1;1;280
43;2;4314902;43;5;4;2; 
43;3;4314902;43;5;4;2; 
43;4;4314902;43;5;3;2; 
43;5;4314902;43;5;3;2; 
44;1;4314902;43;4;1;1;545
44;2;4314902;43;4;4;2; 
44;3;4314902;43;4;3;2; 
44;4;4314902;43;4;3;2; 
45;1;2907806;29;2;1;1;545
45;2;2907806;29;2;2;1;545
46;1;3156908;31;4;1;1;260
46;2;3156908;31;4;2;1;620
46;3;3156908;31;4;4;1;50
46;4;3156908;31;4;4;1;50
47;1;2209351;22;4;1;1;70
47;2;2209351;22;4;2;1;200
47;3;2209351;22;4;3;1;32
47;4;2209351;22;4;3;1;32
48;1;2209351;22;4;1;1;70
48;2;2209351;22;4;2;1;150
48;3;2209351;22;4;3;1;32
48;4;2209351;22;4;3;1;32
49;1;2209351;22;3;1;1;70
49;2;2209351;22;3;2;1;200
49;3;2209351;22;3;4;1;32
50;1;2209351;22;5;1;1;70
50;2;2209351;22;5;2;1;180
50;3;2209351;22;5;3;1;32
50;4;2209351;22;5;3;1;32
50;5;2209351;22;5;3;1;32
51;1;2209351;22;4;1;1;170
51;2;2209351;22;4;2;1;200
51;3;2209351;22;4;4;2; 
51;4;2209351;22;4;3;1;32
52;1;2209351;22;3;1;1;180
52;2;2209351;22;3;8;1;100
52;3;2209351;22;3;9;1;100
53;1;2209351;22;3;1;1;170
53;2;2209351;22;3;2;1;200
53;3;2209351;22;3;4;1;100
54;1;2209351;22;5;1;1;70
54;2;2209351;22;5;2;3;200
54;3;2209351;22;5;3;1;32
54;4;2209351;22;5;3;1;32
54;5;2209351;22;5;3;1;32
55;1;2209351;22;4;1;1;170
55;2;2209351;22;4;2;1;150
55;3;2209351;22;4;3;1;32
55;4;2209351;22;4;3;1;32
56;1;2209351;22;3;1;1;70
56;2;2209351;22;3;2;3;200
56;3;2209351;22;3;3;1;32
57;1;2209351;22;3;1;1;70
57;2;2209351;22;3;2;1;150
57;3;2209351;22;3;3;2; 
58;1;2209351;22;3;1;1;70
58;2;2209351;22;3;2;1;150
58;3;2209351;22;3;3;1;32
59;1;2209351;22;4;1;1;70
59;2;2209351;22;4;2;1;180
59;3;2209351;22;4;3;1;32
59;4;2209351;22;4;3;1;32
60;1;2209351;22;4;1;1;170
60;2;2209351;22;4;3;1;32
60;3;2209351;22;4;3;1;32
60;4;2209351;22;4;3;1;32
61;1;2209351;22;4;1;1;70
61;2;2209351;22;4;2;1;80
61;3;2209351;22;4;3;1;32
61;4;2209351;22;4;3;1;32
62;1;4112751;41;3;1;1;234
62;2;4112751;41;3;2;1;85
62;3;4112751;41;3;2;1;85
63;1;4208807;42;4;1;2; 
63;2;4208807;42;4;2;2; 
63;3;4208807;42;4;4;1;250
63;4;4208807;42;4;3;2; 
64;1;4208807;42;5;1;1;385
64;2;4208807;42;5;4;1;50
64;3;4208807;42;5;3;2; 
64;4;4208807;42;5;3;2; 
64;5;4208807;42;5;3;2; 
65;1;2704401;27;3;1;1;90
65;2;2704401;27;3;3;2; 
65;3;2704401;27;3;5;2; 
66;1;2704401;27;2;1;1;90
66;2;2704401;27;2;3;2; 
67;1;4314902;43;4;1;1;300
67;2;4314902;43;4;4;2; 
67;3;4314902;43;4;3;2; 
67;4;4314902;43;4;4;2; 
68;1;4314902;43;4;1;1;240
68;2;4314902;43;4;2;1;250
68;3;4314902;43;4;3;2; 
68;4;4314902;43;4;4;2; 
69;1;4314902;43;2;1;2; 
69;2;4314902;43;2;2;1;400
70;1;4314902;43;2;1;2; 
70;2;4314902;43;2;4;1;200
71;1;2905206;29;5;1;2; 
71;2;2905206;29;5;2;1;220
71;3;2905206;29;5;3;2; 
71;4;2905206;29;5;3;2; 
71;5;2905206;29;5;3;2; 
72;1;4314902;43;4;1;2; 
72;2;4314902;43;4;2;1;300
72;3;4314902;43;4;4;2; 
72;4;4314902;43;4;3;2; 
73;1;2902708;29;7;1;1;134
73;2;2902708;29;7;8;2; 
73;3;2902708;29;7;8;2; 
73;4;2902708;29;7;3;2; 
73;5;2902708;29;7;3;2; 
73;6;2902708;29;7;3;2; 
73;7;2902708;29;7;3;2; 
74;1;2916005;29;6;1;1;545
74;2;2916005;29;6;2;2; 
74;3;2916005;29;6;4;2; 
74;4;2916005;29;6;4;2; 
74;5;2916005;29;6;4;2; 
74;6;2916005;29;6;5;2; 
75;2;2516409;25;2;2;1;9999,99
75;1;2516409;25;2;1;1;545
76;1;2516409;25;4;1;1;263
76;2;2516409;25;4;2;1;100
76;3;2516409;25;4;3;2; 
76;4;2516409;25;4;3;2; 
77;1;2516409;25;10;1;1;384
77;2;2516409;25;10;2;1;130
77;3;2516409;25;10;4;1;200
77;4;2516409;25;10;3;2; 
77;5;2516409;25;10;3;2; 
77;6;2516409;25;10;3;2; 
77;7;2516409;25;10;3;2; 
77;8;2516409;25;10;3;2; 
77;9;2516409;25;10;3;2; 
77;10;2516409;25;10;3;2; 
78;2;2516409;25;4;2;1;9999,99
78;1;2516409;25;4;1;1;68
78;3;2516409;25;4;4;2; 
78;4;2516409;25;4;4;2; 
79;1;2704401;27;4;1;1;68
79;2;2704401;27;4;3;2; 
79;3;2704401;27;4;3;2; 
79;4;2704401;27;4;5;2; 
80;1;2516409;25;4;1;1;112
80;2;2516409;25;4;2;2; 
80;3;2516409;25;4;3;2; 
80;4;2516409;25;4;3;2; 
81;2;2516409;25;5;2;1;9999,99
81;1;2516409;25;5;1;1;123
81;3;2516409;25;5;4;1;545
81;4;2516409;25;5;3;2; 
81;5;2516409;25;5;3;2; 
82;1;5004304;50;3;1;1;245
82;2;5004304;50;3;4;1;150
82;3;5004304;50;3;3;2; 
83;1;5004304;50;3;1;2; 
83;2;5004304;50;3;2;1;200
83;3;5004304;50;3;3;2; 
84;1;5004304;50;5;1;2; 
84;2;5004304;50;5;2;1;560
84;3;5004304;50;5;4;3;100
84;4;5004304;50;5;4;1;70
84;5;5004304;50;5;3;2; 
85;1;5004304;50;4;1;2; 
85;2;5004304;50;4;2;1;500
85;3;5004304;50;4;4;2; 
85;4;5004304;50;4;3;2; 
86;1;4207007;42;4;1;1;600
86;2;4207007;42;4;3;1;2000
86;3;4207007;42;4;3;2; 
86;4;4207007;42;4;4;1;150
87;1;2932903;29;4;1;1;134
87;2;2932903;29;4;3;2; 
87;3;2932903;29;4;3;2; 
87;4;2932903;29;4;3;2; 
88;1;2311306;23;4;1;1;90
88;2;2311306;23;4;3;2; 
88;3;2311306;23;4;3;2; 
88;4;2311306;23;4;4;2; 
89;1;2311306;23;9;1;1;130
89;2;2311306;23;9;2;1;540
89;3;2311306;23;9;3;2; 
89;4;2311306;23;9;3;2; 
89;5;2311306;23;9;3;2; 
89;6;2311306;23;9;3;2; 
89;7;2311306;23;9;4;2; 
89;8;2311306;23;9;4;2; 
89;9;2311306;23;9;5;2; 
90;1;3106200;31;10;1;1;460
90;2;3106200;31;10;3;1;200
90;3;3106200;31;10;3;2; 
90;4;3106200;31;10;3;2; 
90;5;3106200;31;10;3;2; 
90;6;3106200;31;10;3;2; 
90;7;3106200;31;10;6;2; 
90;8;3106200;31;10;6;2; 
90;9;3106200;31;10;6;2; 
90;10;3106200;31;10;6;2; 
91;1;2902708;29;4;1;1;112
91;2;2902708;29;4;2;2; 
91;3;2902708;29;4;3;2; 
91;4;2902708;29;4;3;2; 
92;1;2903508;29;6;1;1;90
92;2;2903508;29;6;3;2; 
92;3;2903508;29;6;4;1;20
92;4;2903508;29;6;4;3;10
92;5;2903508;29;6;3;2; 
92;6;2903508;29;6;5;2; 
93;1;2903508;29;6;1;1;400
93;2;2903508;29;6;2;1;100
93;3;2903508;29;6;4;3;50
93;4;2903508;29;6;4;3;50
93;5;2903508;29;6;4;2; 
93;6;2903508;29;6;4;3;50
94;1;2903508;29;5;1;2; 
94;2;2903508;29;5;2;1;50
94;3;2903508;29;5;4;2; 
94;4;2903508;29;5;3;2; 
94;5;2903508;29;5;3;1;90
95;1;2903508;29;5;1;1;20
95;2;2903508;29;5;2;1;200
95;3;2903508;29;5;4;2; 
95;4;2903508;29;5;3;1;56
95;5;2903508;29;5;3;1;56
96;1;2903508;29;5;1;1;40
96;2;2903508;29;5;2;1;200
96;3;2903508;29;5;4;1;40
96;4;2903508;29;5;8;2; 
96;5;2903508;29;5;3;1;18
97;1;2903508;29;3;1;1;140
97;2;2903508;29;3;4;3;50
97;3;2903508;29;3;3;1;68
98;1;2903508;29;5;1;1;134
98;2;2903508;29;5;4;3;50
98;3;2903508;29;5;3;2; 
98;4;2903508;29;5;3;2; 
98;5;2903508;29;5;3;2; 
99;1;2903508;29;6;1;3;15
99;2;2903508;29;6;2;1;350
99;3;2903508;29;6;3;1;44
99;4;2903508;29;6;3;1;44
99;5;2903508;29;6;3;1;44
99;6;2903508;29;6;3;1;44
100;1;2903508;29;4;1;1;90
100;2;2903508;29;4;2;1;100
100;3;2903508;29;4;3;1;50
100;4;2903508;29;4;4;1;50
101;1;2903508;29;4;1;1;22
101;2;2903508;29;4;3;1;45
101;3;2903508;29;4;3;1;45
101;4;2903508;29;4;3;1;45
102;1;2903508;29;5;1;1;66
102;2;2903508;29;5;2;1;200
102;3;2903508;29;5;3;1;540
102;4;2903508;29;5;3;2; 
102;5;2903508;29;5;3;2; 
103;1;2903508;29;4;1;1;132
103;2;2903508;29;4;2;1;150
103;3;2903508;29;4;3;2; 
103;4;2903508;29;4;3;2; 
104;1;2903508;29;5;1;1;68
104;2;2903508;29;5;2;2; 
104;3;2903508;29;5;4;2; 
104;4;2903508;29;5;4;3;30
104;5;2903508;29;5;5;2; 
105;1;2903508;29;2;1;1;70
105;2;2903508;29;2;4;2; 
106;1;2903508;29;6;1;2; 
106;2;2903508;29;6;2;1;200
106;3;2903508;29;6;3;2; 
106;4;2903508;29;6;3;2; 
106;5;2903508;29;6;3;2; 
106;6;2903508;29;6;3;2; 
107;1;2903508;29;4;1;1;123
107;2;2903508;29;4;2;1;300
107;3;2903508;29;4;3;2; 
107;4;2903508;29;4;3;2; 
108;1;2903508;29;3;1;1;134
108;2;2903508;29;3;3;2; 
108;3;2903508;29;3;3;2; 
109;1;2903508;29;4;1;1;34
109;2;2903508;29;4;2;1;100
109;3;2903508;29;4;3;2; 
109;4;2903508;29;4;3;2; 
110;1;2903508;29;5;1;1;112
110;2;2903508;29;5;2;1;100
110;3;2903508;29;5;4;1;50
110;4;2903508;29;5;3;2; 
110;5;2903508;29;5;3;2; 
111;1;2311306;23;6;1;1;123
111;2;2311306;23;6;2;3;150
111;3;2311306;23;6;3;1;540
111;4;2311306;23;6;4;2; 
111;5;2311306;23;6;4;2; 
111;6;2311306;23;6;5;2; 
112;1;2311306;23;3;1;1;217
112;2;2311306;23;3;2;1;50
112;3;2311306;23;3;3;2; 
113;1;2311306;23;6;1;1;134
113;2;2311306;23;6;3;2; 
113;3;2311306;23;6;3;2; 
113;4;2311306;23;6;3;2; 
113;5;2311306;23;6;3;2; 
113;6;2311306;23;6;3;2; 
114;1;2311306;23;6;1;1;145
114;2;2311306;23;6;3;2; 
114;3;2311306;23;6;3;2; 
114;4;2311306;23;6;3;2; 
114;5;2311306;23;6;4;2; 
114;6;2311306;23;6;5;2; 
115;1;4106902;41;4;1;1;190
115;2;4106902;41;4;4;2; 
115;3;4106902;41;4;4;1;545
115;4;4106902;41;4;5;2; 
116;1;5001102;50;3;1;1;60
116;2;5001102;50;3;2;1;400
116;3;5001102;50;3;4;2; 
117;1;2706307;27;3;1;1;112
117;2;2706307;27;3;3;2; 
117;3;2706307;27;3;3;2; 
118;1;3167103;31;5;1;1;120
118;2;3167103;31;5;2;1;250
118;3;3167103;31;5;3;2; 
118;4;3167103;31;5;3;2; 
118;5;3167103;31;5;3;2; 
119;1;3167103;31;4;1;2; 
119;2;3167103;31;4;2;1;500
119;3;3167103;31;4;3;2; 
119;4;3167103;31;4;3;2; 
120;1;2516409;25;4;1;1;134
120;2;2516409;25;4;2;2; 
120;3;2516409;25;4;3;2; 
120;4;2516409;25;4;8;2; 
121;1;2516409;25;4;1;1;112
121;2;2516409;25;4;2;1;200
121;3;2516409;25;4;3;2; 
121;4;2516409;25;4;3;2; 
122;1;2516409;25;5;1;1;532
122;2;2516409;25;5;2;2; 
122;3;2516409;25;5;4;2; 
122;4;2516409;25;5;3;2; 
122;5;2516409;25;5;3;2; 
123;1;2704401;27;4;1;1;134
123;2;2704401;27;4;3;2; 
123;3;2704401;27;4;3;2; 
123;4;2704401;27;4;3;2; 
124;1;5218003;52;4;1;1;410
124;2;5218003;52;4;3;2; 
124;3;5218003;52;4;3;2; 
124;4;5218003;52;4;3;2; 
125;1;2905206;29;4;1;1;190
125;2;2905206;29;4;3;1;50
125;3;2905206;29;4;3;2; 
125;4;2905206;29;4;5;2; 
126;1;3106200;31;2;1;1;68
126;2;3106200;31;2;3;2; 
127;1;3106200;31;4;1;1;400
127;2;3106200;31;4;3;2; 
127;3;3106200;31;4;3;2; 
127;4;3106200;31;4;2;1;400
128;1;3106200;31;3;1;1;510
128;2;3106200;31;3;4;2; 
128;3;3106200;31;3;3;2; 
129;2;2907806;29;6;2;1;9999,99
129;3;2907806;29;6;4;1;9999,99
129;5;2907806;29;6;4;1;9999,99
129;1;2907806;29;6;1;2; 
129;4;2907806;29;6;4;2; 
129;6;2907806;29;6;4;1;540
130;1;2907806;29;5;1;1;540
130;2;2907806;29;5;3;2; 
130;3;2907806;29;5;3;2; 
130;4;2907806;29;5;3;2; 
130;5;2907806;29;5;2;1;250
131;1;2907806;29;2;1;2; 
131;2;2907806;29;2;3;1;100
132;1;2907806;29;5;1;2; 
132;2;2907806;29;5;4;1;80
132;3;2907806;29;5;4;2; 
132;4;2907806;29;5;4;2; 
132;5;2907806;29;5;4;1;80
133;1;4115200;41;3;1;1;700
133;2;4115200;41;3;4;1;32
133;3;4115200;41;3;3;2; 
134;1;5002704;50;4;1;1;100
134;2;5002704;50;4;2;3;100
134;3;5002704;50;4;4;1;120
134;4;5002704;50;4;3;2; 
135;1;2516409;25;8;1;1;112
135;2;2516409;25;8;3;2; 
135;3;2516409;25;8;3;2; 
135;4;2516409;25;8;7;1;540
135;5;2516409;25;8;7;1;540
135;6;2516409;25;8;8;3;50
135;7;2516409;25;8;8;1;90
135;8;2516409;25;8;5;2; 
136;3;2516409;25;5;4;1;9999,99
136;1;2516409;25;5;1;1;68
136;2;2516409;25;5;2;2; 
136;4;2516409;25;5;3;2; 
136;5;2516409;25;5;3;2; 
137;1;4100202;41;5;1;1;200
137;2;4100202;41;5;2;1;700
137;3;4100202;41;5;4;2; 
137;4;4100202;41;5;3;2; 
137;5;4100202;41;5;3;2; 
138;1;1302553;13;3;1;1;400
138;2;1302553;13;3;2;1;150
138;3;1302553;13;3;4;2; 
139;1;5002704;50;3;1;1;400
139;2;5002704;50;3;3;2; 
139;3;5002704;50;3;3;2; 
140;1;4100202;41;4;1;1;360
140;2;4100202;41;4;3;2; 
140;3;4100202;41;4;3;2; 
140;4;4100202;41;4;2;1;50
141;1;2907806;29;6;1;2; 
141;2;2907806;29;6;2;1;150
141;3;2907806;29;6;3;2; 
141;4;2907806;29;6;4;2; 
141;5;2907806;29;6;5;2; 
141;6;2907806;29;6;6;2; 
142;1;2907806;29;4;1;3;250
142;2;2907806;29;4;2;3;160
142;3;2907806;29;4;3;2; 
142;4;2907806;29;4;3;2; 
143;1;4106902;41;5;1;2; 
143;2;4106902;41;5;2;1;300
143;3;4106902;41;5;3;2; 
143;4;4106902;41;5;3;2; 
143;5;4106902;41;5;3;2; 
144;1;5005004;50;3;1;1;650
144;2;5005004;50;3;3;1;100
144;3;5005004;50;3;3;1;100
145;1;2201606;22;2;1;1;108
145;2;2201606;22;2;2;1;400
146;2;2614501;26;4;2;1;9999,99
146;1;2614501;26;4;1;1;123
146;3;2614501;26;4;3;2; 
146;4;2614501;26;4;3;2; 
147;1;2805802;28;6;1;1;120
147;2;2805802;28;6;3;3;50
147;3;2805802;28;6;3;3;50
147;4;2805802;28;6;4;3;60
147;5;2805802;28;6;3;2; 
147;6;2805802;28;6;6;2; 
148;1;2805802;28;5;1;2; 
148;2;2805802;28;5;2;1;100
148;3;2805802;28;5;3;2; 
148;4;2805802;28;5;3;1;540
148;5;2805802;28;5;3;2; 
149;1;2805802;28;4;1;1;140
149;2;2805802;28;4;3;2; 
149;3;2805802;28;4;3;2; 
149;4;2805802;28;4;3;2; 
150;1;5213806;52;6;1;1;608
150;2;5213806;52;6;2;1;545
150;3;5213806;52;6;6;1;10
150;4;5213806;52;6;5;2; 
150;5;5213806;52;6;5;2; 
150;6;5213806;52;6;5;2; 
151;1;5213806;52;5;1;1;45
151;2;5213806;52;5;2;1;600
151;3;5213806;52;5;4;2; 
151;4;5213806;52;5;4;2; 
151;5;5213806;52;5;3;2; 
152;1;5213806;52;5;1;1;22
152;2;5213806;52;5;4;2; 
152;3;5213806;52;5;3;2; 
152;4;5213806;52;5;7;1;540
152;5;5213806;52;5;7;1;540
153;1;4314902;43;5;1;2; 
153;2;4314902;43;5;3;2; 
153;3;4314902;43;5;4;1;100
153;4;4314902;43;5;3;2; 
153;5;4314902;43;5;3;2; 
154;1;2907806;29;3;1;1;545
154;2;2907806;29;3;2;2; 
154;3;2907806;29;3;3;2; 
155;1;5200308;52;4;1;1;112
155;2;5200308;52;4;2;1;300
155;3;5200308;52;4;3;2; 
155;4;5200308;52;4;3;2; 
156;1;5200308;52;5;1;1;66
156;2;5200308;52;5;2;1;600
156;3;5200308;52;5;3;2; 
156;4;5200308;52;5;3;2; 
156;5;5200308;52;5;3;2; 
157;1;5200308;52;4;1;1;345
157;2;5200308;52;4;3;2; 
157;3;5200308;52;4;3;2; 
157;4;5200308;52;4;3;2; 
158;1;5200308;52;3;1;1;312
158;2;5200308;52;3;3;2; 
158;3;5200308;52;3;3;2; 
159;1;2900355;29;3;1;2; 
159;2;2900355;29;3;4;2; 
159;3;2900355;29;3;2;1;240
160;1;2900355;29;4;1;2; 
160;2;2900355;29;4;2;1;120
160;3;2900355;29;4;3;2; 
160;4;2900355;29;4;4;2; 
161;1;4111407;41;7;1;1;150
161;2;4111407;41;7;2;1;150
161;3;4111407;41;7;4;2; 
161;4;4111407;41;7;4;2; 
161;5;4111407;41;7;3;2; 
161;6;4111407;41;7;3;2; 
161;7;4111407;41;7;8;2; 
162;1;4111407;41;5;1;2; 
162;2;4111407;41;5;2;1;150
162;3;4111407;41;5;4;1;40
162;4;4111407;41;5;4;1;40
162;5;4111407;41;5;3;2; 
163;1;1200500;12;7;1;1;70
163;2;1200500;12;7;4;1;545
163;3;1200500;12;7;4;2; 
163;4;1200500;12;7;4;2; 
163;5;1200500;12;7;3;2; 
163;6;1200500;12;7;3;2; 
163;7;1200500;12;7;3;2; 
164;1;4202156;42;4;1;2; 
164;2;4202156;42;4;2;1;450
164;3;4202156;42;4;3;2; 
164;4;4202156;42;4;3;2; 
165;1;4202156;42;3;1;1;545
165;2;4202156;42;3;3;1;100
165;3;4202156;42;3;3;2; 
166;1;2907202;29;5;1;2; 
166;2;2907202;29;5;2;1;545
166;3;2907202;29;5;3;2; 
166;4;2907202;29;5;3;2; 
166;5;2907202;29;5;4;2; 
167;1;5200308;52;7;1;1;90
167;2;5200308;52;7;3;2; 
167;3;5200308;52;7;7;1;540
167;4;5200308;52;7;7;1;112
167;5;5200308;52;7;3;2; 
167;6;5200308;52;7;3;2; 
167;7;5200308;52;7;3;2; 
168;1;5200308;52;4;1;1;112
168;2;5200308;52;4;2;1;800
168;3;5200308;52;4;3;2; 
168;4;5200308;52;4;3;2; 
169;1;2900355;29;4;1;2; 
169;2;2900355;29;4;2;1;120
169;3;2900355;29;4;3;2; 
169;4;2900355;29;4;4;2; 
170;1;2706307;27;1;1;1;134
171;1;2900355;29;4;1;1;300
171;2;2900355;29;4;3;2; 
171;3;2900355;29;4;3;2; 
171;4;2900355;29;4;4;2; 
172;1;1303809;13;7;1;1;450
172;2;1303809;13;7;6;2; 
172;3;1303809;13;7;3;2; 
172;4;1303809;13;7;3;2; 
172;5;1303809;13;7;3;2; 
172;6;1303809;13;7;3;2; 
172;7;1303809;13;7;2;1;250
173;1;2306801;23;3;1;1;540
173;2;2306801;23;3;2;1;200
173;3;2306801;23;3;4;2; 
174;1;2306801;23;3;1;1;350
174;2;2306801;23;3;8;2; 
174;3;2306801;23;3;3;2; 
175;1;2903508;29;6;1;1;60
175;2;2903508;29;6;4;3;20
175;3;2903508;29;6;3;2; 
175;4;2903508;29;6;3;2; 
175;5;2903508;29;6;3;2; 
175;6;2903508;29;6;3;2; 
176;1;2311306;23;12;1;1;124
176;2;2311306;23;12;2;2; 
176;3;2311306;23;12;3;2; 
176;4;2311306;23;12;3;2; 
176;5;2311306;23;12;3;2; 
176;6;2311306;23;12;3;2; 
176;7;2311306;23;12;3;2; 
176;8;2311306;23;12;3;2; 
176;9;2311306;23;12;3;2; 
176;10;2311306;23;12;3;3;80
176;11;2311306;23;12;4;3;80
